id,room_id,partner_id,snapshot_date,risk_score,confidence_score,risk_class,primary_issue,signals_json,features_json,calculated_at,created_at,updated_at
21,21,2,12/5/2026,63,33.86,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 10, ""base_price_package_type"": ""custom""}, ""components_daily"": {""rent_fee"": 2033.33, ""other_fee"": 0, ""season_fee"": 0, ""initial_fee"": 0, ""utility_fee"": 0, ""cleaning_fee"": 0}, ""missing_components"": [""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""available_components"": [""rent_fee""], ""total_effective_price_daily"": 2033.33}, ""peer_comparison"": {""price_gap"": 2033.33, ""sample_size"": 0, ""price_gap_pct"": 0, ""room_size_gap"": 8.5, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:32,12/5/2026 10:32,12/5/2026 10:32
22,22,2,12/5/2026,63,36.02,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 10, ""base_price_package_type"": ""custom""}, ""components_daily"": {""rent_fee"": 5253.33, ""other_fee"": 0, ""season_fee"": 0, ""initial_fee"": 0, ""utility_fee"": 0, ""cleaning_fee"": 0}, ""missing_components"": [""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""available_components"": [""rent_fee""], ""total_effective_price_daily"": 5253.33}, ""peer_comparison"": {""price_gap"": -928.67, ""sample_size"": 1, ""price_gap_pct"": -15, ""room_size_gap"": 0, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:32,12/5/2026 10:32,12/5/2026 10:32
23,23,2,12/5/2026,63,42.5,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 10, ""base_price_package_type"": ""custom""}, ""components_daily"": {""rent_fee"": 5253.33, ""other_fee"": 0, ""season_fee"": 0, ""initial_fee"": 0, ""utility_fee"": 0, ""cleaning_fee"": 0}, ""missing_components"": [""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""available_components"": [""rent_fee""], ""total_effective_price_daily"": 5253.33}, ""peer_comparison"": {""price_gap"": -928.67, ""sample_size"": 4, ""price_gap_pct"": -15, ""room_size_gap"": -0.05, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:32,12/5/2026 10:32,12/5/2026 10:32
24,24,2,12/5/2026,81,40.34,high,overpriced,"[""overpriced"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 10, ""base_price_package_type"": ""custom""}, ""components_daily"": {""rent_fee"": 5253.33, ""other_fee"": 0, ""season_fee"": 0, ""initial_fee"": 0, ""utility_fee"": 0, ""cleaning_fee"": 0}, ""missing_components"": [""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""available_components"": [""rent_fee""], ""total_effective_price_daily"": 5253.33}, ""peer_comparison"": {""price_gap"": 2920, ""sample_size"": 3, ""price_gap_pct"": 125.1, ""room_size_gap"": 0.75, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:32,12/5/2026 10:32,12/5/2026 10:32
25,25,2,12/5/2026,63,50.6,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 10, ""base_price_package_type"": ""custom""}, ""components_daily"": {""rent_fee"": 5253.33, ""other_fee"": 0, ""season_fee"": 0, ""initial_fee"": 0, ""utility_fee"": 0, ""cleaning_fee"": 0}, ""missing_components"": [""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""available_components"": [""rent_fee""], ""total_effective_price_daily"": 5253.33}, ""peer_comparison"": {""price_gap"": -243.07, ""sample_size"": 5, ""price_gap_pct"": -4.4, ""room_size_gap"": 0.38, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:32,12/5/2026 10:32,12/5/2026 10:32
26,26,2,12/5/2026,81,53.84,high,overpriced,"[""overpriced"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 10, ""base_price_package_type"": ""custom""}, ""components_daily"": {""rent_fee"": 5253.33, ""other_fee"": 0, ""season_fee"": 0, ""initial_fee"": 0, ""utility_fee"": 0, ""cleaning_fee"": 0}, ""missing_components"": [""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""available_components"": [""rent_fee""], ""total_effective_price_daily"": 5253.33}, ""peer_comparison"": {""price_gap"": 2795, ""sample_size"": 18, ""price_gap_pct"": 113.7, ""room_size_gap"": -1.42, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:32,12/5/2026 10:32,12/5/2026 10:32
27,27,2,12/5/2026,81,50.6,high,overpriced,"[""overpriced"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 10, ""base_price_package_type"": ""custom""}, ""components_daily"": {""rent_fee"": 5253.33, ""other_fee"": 0, ""season_fee"": 0, ""initial_fee"": 0, ""utility_fee"": 0, ""cleaning_fee"": 0}, ""missing_components"": [""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""available_components"": [""rent_fee""], ""total_effective_price_daily"": 5253.33}, ""peer_comparison"": {""price_gap"": 2733.33, ""sample_size"": 5, ""price_gap_pct"": 108.5, ""room_size_gap"": 0.35, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:32,12/5/2026 10:32,12/5/2026 10:32
28,28,2,12/5/2026,63,33.86,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 10, ""base_price_package_type"": ""custom""}, ""components_daily"": {""rent_fee"": 5253.33, ""other_fee"": 0, ""season_fee"": 0, ""initial_fee"": 0, ""utility_fee"": 0, ""cleaning_fee"": 0}, ""missing_components"": [""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""available_components"": [""rent_fee""], ""total_effective_price_daily"": 5253.33}, ""peer_comparison"": {""price_gap"": 5253.33, ""sample_size"": 0, ""price_gap_pct"": 0, ""room_size_gap"": 19.25, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:32,12/5/2026 10:32,12/5/2026 10:32
29,29,2,12/5/2026,63,33.86,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 10, ""base_price_package_type"": ""custom""}, ""components_daily"": {""rent_fee"": 5253.33, ""other_fee"": 0, ""season_fee"": 0, ""initial_fee"": 0, ""utility_fee"": 0, ""cleaning_fee"": 0}, ""missing_components"": [""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""available_components"": [""rent_fee""], ""total_effective_price_daily"": 5253.33}, ""peer_comparison"": {""price_gap"": 5253.33, ""sample_size"": 0, ""price_gap_pct"": 0, ""room_size_gap"": 18.4, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:32,12/5/2026 10:32,12/5/2026 10:32
30,30,2,12/5/2026,63,33.86,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 10, ""base_price_package_type"": ""custom""}, ""components_daily"": {""rent_fee"": 5253.33, ""other_fee"": 0, ""season_fee"": 0, ""initial_fee"": 0, ""utility_fee"": 0, ""cleaning_fee"": 0}, ""missing_components"": [""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""available_components"": [""rent_fee""], ""total_effective_price_daily"": 5253.33}, ""peer_comparison"": {""price_gap"": 5253.33, ""sample_size"": 0, ""price_gap_pct"": 0, ""room_size_gap"": 18.66, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:32,12/5/2026 10:32,12/5/2026 10:32
31,31,2,12/5/2026,63,36.02,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 10, ""base_price_package_type"": ""custom""}, ""components_daily"": {""rent_fee"": 5253.33, ""other_fee"": 0, ""season_fee"": 0, ""initial_fee"": 0, ""utility_fee"": 0, ""cleaning_fee"": 0}, ""missing_components"": [""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""available_components"": [""rent_fee""], ""total_effective_price_daily"": 5253.33}, ""peer_comparison"": {""price_gap"": -928.67, ""sample_size"": 1, ""price_gap_pct"": -15, ""room_size_gap"": -0.95, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:32,12/5/2026 10:32,12/5/2026 10:32
32,32,2,12/5/2026,63,38.18,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 10, ""base_price_package_type"": ""custom""}, ""components_daily"": {""rent_fee"": 6500, ""other_fee"": 0, ""season_fee"": 0, ""initial_fee"": 0, ""utility_fee"": 0, ""cleaning_fee"": 0}, ""missing_components"": [""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""available_components"": [""rent_fee""], ""total_effective_price_daily"": 6500}, ""peer_comparison"": {""price_gap"": 0, ""sample_size"": 2, ""price_gap_pct"": 0, ""room_size_gap"": 0, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:32,12/5/2026 10:32,12/5/2026 10:32
33,33,2,12/5/2026,63,38.18,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 10, ""base_price_package_type"": ""custom""}, ""components_daily"": {""rent_fee"": 6500, ""other_fee"": 0, ""season_fee"": 0, ""initial_fee"": 0, ""utility_fee"": 0, ""cleaning_fee"": 0}, ""missing_components"": [""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""available_components"": [""rent_fee""], ""total_effective_price_daily"": 6500}, ""peer_comparison"": {""price_gap"": 0, ""sample_size"": 2, ""price_gap_pct"": 0, ""room_size_gap"": 0, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:32,12/5/2026 10:32,12/5/2026 10:32
34,34,2,12/5/2026,63,38.18,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 10, ""base_price_package_type"": ""custom""}, ""components_daily"": {""rent_fee"": 6500, ""other_fee"": 0, ""season_fee"": 0, ""initial_fee"": 0, ""utility_fee"": 0, ""cleaning_fee"": 0}, ""missing_components"": [""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""available_components"": [""rent_fee""], ""total_effective_price_daily"": 6500}, ""peer_comparison"": {""price_gap"": 0, ""sample_size"": 2, ""price_gap_pct"": 0, ""room_size_gap"": 0, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:32,12/5/2026 10:32,12/5/2026 10:32
35,35,2,12/5/2026,63,38.18,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 10, ""base_price_package_type"": ""custom""}, ""components_daily"": {""rent_fee"": 6000, ""other_fee"": 0, ""season_fee"": 0, ""initial_fee"": 0, ""utility_fee"": 0, ""cleaning_fee"": 0}, ""missing_components"": [""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""available_components"": [""rent_fee""], ""total_effective_price_daily"": 6000}, ""peer_comparison"": {""price_gap"": 0, ""sample_size"": 2, ""price_gap_pct"": 0, ""room_size_gap"": -15.5, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:32,12/5/2026 10:32,12/5/2026 10:32
36,36,2,12/5/2026,63,36.02,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 10, ""base_price_package_type"": ""custom""}, ""components_daily"": {""rent_fee"": 6000, ""other_fee"": 0, ""season_fee"": 0, ""initial_fee"": 0, ""utility_fee"": 0, ""cleaning_fee"": 0}, ""missing_components"": [""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""available_components"": [""rent_fee""], ""total_effective_price_daily"": 6000}, ""peer_comparison"": {""price_gap"": 0, ""sample_size"": 1, ""price_gap_pct"": 0, ""room_size_gap"": 0, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:32,12/5/2026 10:32,12/5/2026 10:32
37,37,2,12/5/2026,63,36.02,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 10, ""base_price_package_type"": ""custom""}, ""components_daily"": {""rent_fee"": 6000, ""other_fee"": 0, ""season_fee"": 0, ""initial_fee"": 0, ""utility_fee"": 0, ""cleaning_fee"": 0}, ""missing_components"": [""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""available_components"": [""rent_fee""], ""total_effective_price_daily"": 6000}, ""peer_comparison"": {""price_gap"": 0, ""sample_size"": 1, ""price_gap_pct"": 0, ""room_size_gap"": 0, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:32,12/5/2026 10:32,12/5/2026 10:32
38,38,2,12/5/2026,81,38.18,high,overpriced,"[""overpriced"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 10, ""base_price_package_type"": ""custom""}, ""components_daily"": {""rent_fee"": 4460, ""other_fee"": 0, ""season_fee"": 0, ""initial_fee"": 0, ""utility_fee"": 0, ""cleaning_fee"": 0}, ""missing_components"": [""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""available_components"": [""rent_fee""], ""total_effective_price_daily"": 4460}, ""peer_comparison"": {""price_gap"": 1330, ""sample_size"": 2, ""price_gap_pct"": 42.5, ""room_size_gap"": -0.8, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:32,12/5/2026 10:32,12/5/2026 10:32
